scores n.Yv.
2-n	0.77840900793	0.7433454692941378
4-n	0.781666382689	0.7128001894107646
8-n	0.788152879265	0.5897179768654074
16-n	0.793864068973	0.4945227471238713
32-n	0.799704008062	0.39163391067905085
64-n	0.803886822581	0.1825033752835258
128-n	0.809224747327	0.08896555014288442
256-n	0.814243912889	0.09897975522884732
512-n	0.818423512913	0.09419124425455357
1024-n	0.821984123119	0.07087165177033908
scores n.XYv.
2-n	0.765406373843	0.6117216293245757
4-n	0.780697270218	0.5544610523698221
8-n	0.790994999927	0.46841575867955904
16-n	0.797232689705	0.34469702936773644
32-n	0.802734270399	0.25657832521791885
64-n	0.805825951879	0.19396651646549926
128-n	0.810017582396	0.15326378013607125
256-n	0.811862564992	0.12015975651417099
512-n	0.814617616227	0.08796578721915314
1024-n	0.814925460563	0.08034032159404753
scores n.XYb.
2-n	0.775096214742	0.6392870214609255
4-n	0.778988672468	0.5050442530152799
8-n	0.778969767693	0.42138236592314404
16-n	0.776702776802	0.3467655105442716
32-n	0.765089443185	0.2803439983432397
64-n	0.744884377347	0.22708157415790278
128-n	0.721561386181	0.19085858494082156
256-n	0.684813850092	0.16319349344252687
512-n	0.645996231748	0.13574658639212797
1024-n	0.603544528681	0.11444993699806413
