scores v.Yv.
2-v	0.919931308361	0.9012060191231238
4-v	0.923902543737	0.793112235770444
8-v	0.925773164262	0.6487050635401338
16-v	0.927950443889	0.5301090899653053
32-v	0.930141985341	0.32337255439006024
64-v	0.931285652947	0.19266356229549306
128-v	0.933306752135	0.12181284705093107
256-v	0.935350545583	0.13160327401188962
512-v	0.935819361568	0.0651978107203651
1024-v	0.937136544274	0.09035757150382671
scores v.XYv.
2-v	0.915664128693	0.6942754121823106
4-v	0.923623091727	0.5978185547929574
8-v	0.927826513711	0.4582239131541519
16-v	0.928631685507	0.3250562916962543
32-v	0.930228634101	0.3629336752513822
64-v	0.932842404019	0.21228928491439703
128-v	0.932746922109	0.15934544821193053
256-v	0.9332227419	0.13016166577554958
512-v	0.931346821299	0.07638222069986567
1024-v	0.929567680635	0.05898491427574319
scores v.XYb.
2-v	0.914263768339	0.7341919090761325
4-v	0.918888906026	0.5909884794333392
8-v	0.914578092487	0.4793098434029327
16-v	0.903395899736	0.36349712882953356
32-v	0.886201227092	0.2780694372178803
64-v	0.864906168863	0.22139558260111578
128-v	0.832884623551	0.16976928897897675
256-v	0.793907839723	0.13220409040293638
512-v	0.746246038126	0.10134528508037632
1024-v	0.69679998455	0.07849743882370679
